Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
jg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_20_58_19/2017_03_06_01_53_20_openmpDGEMM_mic0-mic1.ece.neu.edu.log
i;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_21_03_30/2017_03_06_02_01_38_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_04_17_13/2017_03_05_09_18_25_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_17_24_49/2017_03_05_22_26_11_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_04_19_28/2017_03_05_09_20_49_openmpDGEMM_mic0-mic1.ece.neu.edu.log
BB;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_17_25_52/2017_03_05_22_27_14_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_04_11_26/2017_03_05_09_12_47_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Random bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_05/2017_03_05_13_39_20/2017_03_05_18_39_22_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Random bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_10_34_35/2017_03_03_15_35_45_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_09_21_10/2017_03_03_14_22_28_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_12_47_44/2017_03_03_17_49_03_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_17_36_06/2017_03_03_22_37_07_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Random bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_15_38_48/2017_03_03_20_38_56_openmpDGEMM_mic0-mic1.ece.neu.edu.log
